노래한글,노래영어,피쳐/일본/리믹 한글,피쳐링영어,가수한글,가수영어,멜노래코드,가수코드,발매일,45301,videoid,most-re,앨범자켓,앨범코드,기획사
Ready or Not,Ready or Not,,,크래비티,CRAVITY,36781903,2863902,45180,91,0nkjjcB5oZ0,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/005/11318005_20230911131859_org.jpg,11318005,스타쉽엔터테인먼트
아름다운 구속,Beautiful Restriction,,,뉴진스,NewJeans,36753946,3114174,45170,101,wigfZd4gK24,255,https://cdnimg.melon.co.kr/cm2/album/images/113/18/018/11318018_20230831152953_org.jpg,11318018,Netflix
독백,Monologue,,,정동원,Jeong Dong Won,36754053,2749421,45170,101,RcJMPMH3sw8,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/042/11318042_20230831154008_org.jpg,11318042,쇼플레이엔터테인먼트
만약에,If,,,정동원,Jeong Dong Won,36808713,2749421,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/042/11318042_20230920101524_org.jpg,11318042,
그 겨울의 찻집,The cafe we met in a winter,,,정동원,Jeong Dong Won,36808714,2749421,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/042/11318042_20230920101524_org.jpg,11318042,
꼬마인형,Little doll,,,정동원,Jeong Dong Won,36808715,2749421,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/042/11318042_20230920101524_org.jpg,11318042,
때,The time,,,정동원,Jeong Dong Won,36808716,2749421,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/042/11318042_20230920101524_org.jpg,11318042,
추억의 소야곡,Serenade of recollection,,,정동원,Jeong Dong Won,36808717,2749421,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/18/042/11318042_20230920101524_org.jpg,11318042,
나의 별이 돼주오,My Star,,,김필,Kim Feel,36757726,561051,45172,99,6KMYdv2kzSs,0,https://cdnimg.melon.co.kr/cm2/album/images/113/18/892/11318892_20230901161242_org.jpg,11318892,(주)도너츠컬처
Crying,Crying,,,보이넥스트도어,BOYNEXTDOOR,36759036,3458776,45173,98,My4Mq9ZfFOs,0,https://cdnimg.melon.co.kr/cm2/album/images/113/19/182/11319182_20230904102829_org.jpg,11319182,KOZ 엔터테인먼트
뭣 같아,But Sometimes,,,보이넥스트도어,BOYNEXTDOOR,36759037,3458776,45173,98,97_-_WugRFA,0,https://cdnimg.melon.co.kr/cm2/album/images/113/19/182/11319182_20230904102829_org.jpg,11319182,KOZ 엔터테인먼트
ABCDLOVE,ABCDLOVE,,,보이넥스트도어,BOYNEXTDOOR,36759038,3458776,45173,98,Dormx8JdnMg,0,https://cdnimg.melon.co.kr/cm2/album/images/113/19/182/11319182_20230904102829_org.jpg,11319182,KOZ 엔터테인먼트
KOOL,KOOL,,,포레스텔라,Forestella,36760232,2111354,45175,96,4xij_3JKs_c,0,https://cdnimg.melon.co.kr/cm2/album/images/113/19/495/11319495_20230906145006_org.jpg,11319495,비트인터렉티브
같애,You Might,(Feat. SHIRT),(feat. SHIRT),거니,g0nny,36760683,2897600,34838,10433,,,https://cdnimg.melon.co.kr/cm2/album/images/113/19/591/11319591_20230904164843_org.jpg,,
唱,Show,(창),,아도,Ado,36760819,2897788,45175,96,pgXpM4l_MwI,,https://cdnimg.melon.co.kr/cm2/album/images/113/19/634/11319634_20230904171518_org.jpg,,
BOOM,BOOM,,,로켓펀치,Rocket Punch,36763959,2740955,45175,96,D7dzSapaIS4,,https://cdnimg.melon.co.kr/cm2/album/images/113/20/390/11320390_20230905171946_org.jpg,11320390,울림 엔터테인먼트
I Love My Body,I Love My Body,,,화사,HWASA,36764312,756531,45175,96,Crq_fRV0O0E,0,https://cdnimg.melon.co.kr/cm2/album/images/113/20/510/11320510_20230905175627_org.jpg,11320510,피네이션
꽃불,Flower Fire,,,심규선,Lucia,36771674,177241,45176,95,gv6ntVJROBg,,https://cdnimg.melon.co.kr/cm2/album/images/113/21/887/11321887_20230906153116_org.jpg,11321887,"HYPLE, STUDIO LICO"
이별하려는 날이야,It's day to say goodbye,,,노을,Noel,36772273,105623,45176,95,J5Cui_q928g,,https://cdnimg.melon.co.kr/cm2/album/images/113/22/050/11322050_20230906163648_org.jpg,11322050,"딩고뮤직, 내,벗"
Never Ending Story,Never Ending Story,,,김민석(멜로망스),Kim MinSeok,36775443,839736,45177,94,2A2A0hANnVk,,https://cdnimg.melon.co.kr/cm2/album/images/113/22/296/11322296_20230907090932_org.jpg,11322296,Netflix
그대를 그대를,"YOU, YOU",,,이예은 & 전건호 & 아샤트리,"LEE YEEUN, Jeon Gunho, Ashatree",36778708,3055183,45179,92,dBs_W6KoM8c,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/023/11323023_20230908100913_org.jpg,11323023,이고에타
별 떨어진다,I Do,,,디오,D.O.,36778869,672853,45177,94,5vmJ_wq2NeA,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/044/11323044_20230908105948_org.jpg,11323044,SM ENTERTAINMENT
Somebody,Somebody,,,디오,D.O.,36778867,672853,45187,84,jNYVbmVIP4A,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/044/11323044_20230918120653_org.jpg,11323044,SM ENTERTAINMENT
기적,Wonder,,,디오,D.O.,36778868,672853,45187,84,,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/044/11323044_20230918120653_org.jpg,11323044,SM ENTERTAINMENT
내일의 우리,Ordinary Days,,,디오,D.O.,36778871,672853,45187,84,,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/044/11323044_20230918120653_org.jpg,11323044,SM ENTERTAINMENT
기억을 걷는 시간 ,Time Spent Walking Through Memories,(Feat. 10CM),(Feat. 10CM),시온,Sion,36779436,3112322,45179,92,,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/178/11323178_20230908142159_org.jpg,,
내가 너를 사랑하는 이유,The Reason Why I Love You,,,치즈,CHEEZE,36780246,597191,45180,91,,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/400/11323400_20230908163325_org.jpg,11323400,주식회사 레온코리아
사랑이라 쓰고 이별이라 읽어,Write love and Read breakup,,,송하예,Ha Yea Song,36780818,722098,45180,91,,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/496/11323496_20230908180556_org.jpg,11323496,8RECORDZ
네 번의 여름,Four Summers,,,카더가든,"CAR, THE GARDEN ",36782770,735506,45181,90,-C1q7s1CoLk,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/980/11323980_20230911143724_org.jpg,11323980,두루두루 아티스트 컴퍼니
내일의 우리,Tomorrow,,,카더가든,"CAR, THE GARDEN ",36782771,735506,45181,90,IxaTjGPP2aM,,https://cdnimg.melon.co.kr/cm2/album/images/113/23/980/11323980_20230911143724_org.jpg,11323980,두루두루 아티스트 컴퍼니
Right Now,Right Now,(feat. 크러쉬),(feat. Crush),쿠기,Coogie,36784536,2111694,45155,116,m9dRjna7Nuo,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/362/11324362_20230912105759_org.jpg,,
Gimme Love,Gimme Love,,,시아,Sia,36784606,54103,45182,89,,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/428/11324428_20230912112936_org.jpg,11324428,
한 개도 몰라 ,I don’t know a single thing,(Feat. 미노이),(Feat. meenoi),릴러말즈,Leellamarz,36784946,967229,45182,89,Y5T4ylm8GGA,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/580/11324580_20230912141943_org.jpg,11324580,AMBITION MUSIK
아주 오랜 시간 지나도,아주 오랜 시간 지나도,,,김민울,Kim Min Wool,36786293,750112,45182,89,,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/657/11324657_20230912154138_org.jpg,11324657,요구르트 스튜디오
숨소리,Breath,,,연규성,Yeon Kyoo Seong,36786388,39639,45182,89,,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/688/11324688_20230912162635_org.jpg,11324688,엑스보컬엔터테인먼트
페퍼로니,Pepperoni,"(Feat. 풀오리, 민)","(Feat. floryy, Min)",공기남,Airman,36786530,696707,45182,89,,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/728/11324728_20230912165253_org.jpg,11324728,에어뮤직
넌 나를 웃음짓게 만들어,Promise,,,"캡틴플래닛, 팀, 이해리 (다비치)","Captain Planet, Tim, Lee Hae Ri",36787358,993290,45182,89,,,https://cdnimg.melon.co.kr/cm2/album/images/113/24/937/11324937_20230912190910_org.jpg,11324937,Tint
아직 너를 사랑하고 있어,I′m Still In Love With You,,,이영현,Lee Young Hyun,36791633,10210,45183,88,,,https://cdnimg.melon.co.kr/cm2/album/images/113/25/958/11325958_20230913133358_org.jpg,11325958,POP 프로젝트
greedy,greedy,,,테이트 맥 레이,Tate McRae,36793310,2631146,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/26/232/11326232_20230913161248_org.jpg,11326232,
가을에 내리는 너,"You, the Rain in Fall",,,배재현,Bae Jae hyeon,36793768,699648,45183,88,,,https://cdnimg.melon.co.kr/cm2/album/images/113/26/337/11326337_20230913163216_org.jpg,11326337,8ballsound
그 사람이 너야,That's You,,,노을,Noel,36794493,105623,45183,88,,,https://cdnimg.melon.co.kr/cm2/album/images/113/26/536/11326536_20230913172346_org.jpg,11326536,모스트콘텐츠
사랑이란 단어로는 설명이 어렵죠,More Than Words,,,오왠,O.WHEN,36794830,968452,45183,88,,,https://cdnimg.melon.co.kr/cm2/album/images/113/26/616/11326616_20230913175732_org.jpg,11326616,DY
So I Danced,So I Danced,,,DPR 이안,DPR IAN,36798854,2857585,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/365/11327365_20230914151545_org.jpg,11327365,DREAM PERFECT REGIME (DPR)
Back for More ,Back for More ,(with Anitta),(with Anitta),투모로우바이투게더,TOMORROW X TOGETHER,36798855,2632253,45184,87,e42AhJzYpVE,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/366/11327366_20230914152015_org.jpg,11327366,BIGHIT MUSIC
Chase You ,Chase You ,(Prod. OHIL),(Prod. OHIL),미혜,Mi Hye,36799682,3569540,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/510/11327510_20230914163435_org.jpg,11327510,
Star ,Star ,(Feat. 10CM),(Feat. 10CM),던,DAWN,36799774,991776,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/530/11327530_20230914165659_org.jpg,11327530,AT AREA
너만 있으면,All I need is you,,,"송이한, 예린","Song I Han, Yerin",36800286,2189536,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/641/11327641_20230914174558_org.jpg,11327641,㈜뮤직디자인
머선일이고,What's happening,,,송민경,Song Min Kyung,36800289,314467,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/643/11327643_20230914174705_org.jpg,11327643,(주)아츠로이엔티
Snooze ,Snooze ,(Acoustic)(feat. 저스틴 비버),(Acoustic)(feat. Justin Bieber),시저,SZA,36800749,992198,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/707/11327707_20230915101859_org.jpg,11327707,Top Dawg Entertainmen
MOONWALK,MOONWALK,(Feat. 양홍원),(Feat. YANGHONGWON),방자,BANGJA,36800767,915591,45185,86,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/717/11327717_20230915102257_org.jpg,11327717,BANGJA
Chosen One,Chosen One,,,포레스텔라,Forestella,36800785,2111354,45185,86,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/724/11327724_20230915102714_org.jpg,11327724,Stone Music Entertainment
My Love Mine All Mine,My Love Mine All Mine,,,미츠키,Mitski,36800988,1278385,45214,57,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/797/11327797_20230915104758_org.jpg,,
아무렇지 않을 줄 알았는데,Never be the same,,,손디아,Sondia,36801233,1023977,45186,85,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/875/11327875_20230915115847_org.jpg,11327875,
첫사랑 다이어리,Love Diary,,,"보라미유, MJ (써니사이드)","Boramiyu, SUNNYSIDEMJ",36801299,11327904,45186,85,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/904/11327904_20230915133343_org.jpg,11327904,
그냥 그렇게 됐어,It Just Happened,,,지아,Zia,36801301,227595,45186,85,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/905/11327905_20230915133709_org.jpg,11327905,플렉스엠
나의 노래,My Song,,,임정희,Lim Jeong Hee,36801391,150529,45186,85,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/923/11327923_20230915141049_org.jpg,11327923,
추억을 따라,추억을 따라,,,조문근,Jo Moon Geun,36801602,230235,45185,86,,,https://cdnimg.melon.co.kr/cm2/album/images/113/27/998/11327998_20230915143138_org.jpg,11327998,
미소속에 비친 그대,Reflection of You In Your Smile,,,로시,Rothy,36801608,2007040,45185,86,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/003/11328003_20230915143249_org.jpg,11328003,
네 곁에 있어줄게,네 곁에 있어줄게,,,오아,OHAH,36801609,3135344,45186,85,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/004/11328004_20230915143349_org.jpg,11328004,
나쁜놈,Bad boy,,,임재현,Lim Jae Hyun,36801661,2087273,45185,86,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/031/11328031_20230915144535_org.jpg,11328031,
Scarlett,Scarlett,,,가닛,Garnet,36802318,3158338,45186,85,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/172/11328172_20230915153955_org.jpg,11328172,
가까이 하고 싶은 그대,I Want to Be Closer to You,,,쏠,SOLE,36802845,2006587,45187,84,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/284/11328284_20230915172849_org.jpg,11328284,
그대만 있다면,If I Have You Only,,,재연(SWAY),Jaeyeon,36802850,2898995,45187,84,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/286/11328286_20230915173106_org.jpg,11328286,
사랑 참 어렵다,사랑 참 어렵다,,,더 데이지,The Daisy,36802851,777665,45187,84,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/287/11328287_20230915173148_org.jpg,11328287,
Slime You Out,Slime You Out,(feat. 시저),(feat. SZA),드레이크,Drake,36803296,423400,45184,87,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/389/11328389_20230916002847_org.jpg,11328389,OVO
Vancouver 2,Vancouver 2,,,빅 나티,BIG Naughty,36805679,2744750,45188,83,mev609MxcRE,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/879/11328879_20230918154507_org.jpg,11328879,H1GHR MUSIC RECORDS
연착,ICN > YVR,,,빅 나티,BIG Naughty,36997129,2744750,45253,신곡,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/879/11328879_20231123161107_org.jpg,,
직항,One-Way,,,빅 나티,BIG Naughty,36997130,2744750,45253,신곡,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/879/11328879_20231123161107_org.jpg,,
난기류,Turbulence,,,빅 나티,BIG Naughty,36997132,2744750,45253,신곡,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/879/11328879_20231123161107_org.jpg,,
내 사랑 내 사랑 너야,My love is you,,,모닝커피,morning coffee,36805681,1627427,45188,83,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/881/11328881_20230918154516_org.jpg,11328881,
스물아홉,29,,,스탠딩 에그,Standing Egg,36805827,467880,45188,83,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/936/11328936_20230918160704_org.jpg,11328936,
그대,You,,,김필,Kim Feel,36806119,561051,45188,83,,,https://cdnimg.melon.co.kr/cm2/album/images/113/28/996/11328996_20230918165908_org.jpg,11328996,"
아카이브아침"
전화라도 해줘요,call me,,,더 라임,The Lime,36808284,764300,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/29/573/11329573_20230919144851_org.jpg,11329573,
Bluetooth,Bluetooth,,,템페스트,TEMPEST,36808289,3068107,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/29/575/11329575_20230919144956_org.jpg,11329575,
DIVE,DIVE,,,템페스트,TEMPEST,36808290,3068107,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/29/575/11329575_20230919144956_org.jpg,11329575,
Vroom Vroom,Vroom Vroom,,,템페스트,TEMPEST,36808291,3068107,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/29/575/11329575_20230919144956_org.jpg,11329575,
이럴거면,If you’re gonna be like this,,,거미,Gummy,36808611,30358,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/29/627/11329627_20230919161443_org.jpg,11329627,
I'll Always Be With You,I'll Always Be With You,,,린,Lyn,36809373,8530,45189,82,,,https://cdnimg.melon.co.kr/cm2/album/images/113/29/827/11329827_20230919175327_org.jpg,11329827,
사랑이 또,love is,,,유림,U-Rim,36810306,3141031,45190,81,,,https://cdnimg.melon.co.kr/cm2/album/images/113/30/073/11330073_20230920145704_org.jpg,11330073,
한 번만 딱 한 번만,한 번만 딱 한 번만,,,하진우,Ha Jin Woo,36810385,916335,45190,81,,,https://cdnimg.melon.co.kr/cm2/album/images/113/30/099/11330099_20230920153203_org.jpg,11330099,
우리라는 계절,Our Season,,,조이어클락,Joy o'clock,36810390,735640,45190,81,,,https://cdnimg.melon.co.kr/cm2/album/images/113/30/101/11330101_20230920154221_org.jpg,11330101,
잊혀지다,Be forgotten,,,나비,Navi,36810791,242868,45190,81,,,https://cdnimg.melon.co.kr/cm2/album/images/113/30/250/11330250_20230920164645_org.jpg,11330250,
Please,Please,,,하현상,Ha Hyun Sang,36814159,2086970,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/31/014/11331014_20230921104316_org.jpg,11331014,"스튜디오 마음C, SLL"
그대 안의 블루,Blue In You,(Duet With 치즈),(Duet With CHEEZE),김요한,KIM YO HAN,36818162,2743582,45191,80,,,https://cdnimg.melon.co.kr/cm2/album/images/113/31/818/11331818_20230921152248_org.jpg,11331818,위엔터테인먼트
이젠 놓지 않을게요,Never let you go again,,,리제(이지혜),LeeZe,36818986,artistId,45191,80,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/023/11332023_20230921162903_org.jpg,11332023,㈜뮤직디자인
각자도생,Go Your Own Way,,,영탁,YOUNGTAK,36819883,753762,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/290/11332290_20230922110946_org.jpg,11332290,대박기획
반쪽,My other half,,,이우,LEEWOO,36819886,2400004,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/292/11332292_20230922111042_org.jpg,11332292,Studio M-Lab
어떤 사랑에 대하여,About all love,,,이민혁,Lee MinHyuk,36819888,1202067,45192,79,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/294/11332294_20230922111252_org.jpg,11332294,leemiyork
사랑하면 안돼요,I can′t love you,(Prod. by 윤토벤),(Prod. YounToven),나선욱,Naseonuk,36819890,3571533,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/295/11332295_20230922111457_org.jpg,11332295,"NE,VOT"
난 너여야 해,I need to be you,,,모닝커피,morning coffee,36819919,1627427,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/304/11332304_20230922112201_org.jpg,11332304,요구르트 스튜디오
남겨진 사랑,the love left behind,,,란,RAN,36819921,236880,45192,79,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/305/11332305_20230922112257_org.jpg,11332305,요구르트 스튜디오
언젠가 나를 봐줘요.,언젠가 나를 봐줘요.,,,우은미,Woo Eun Mi,36820534,499120,45192,79,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/415/11332415_20230922120857_org.jpg,11332415,빅터 콘텐츠
오버,Over,,,이세계아이돌,ISEGYE IDOL,36820644,3059851,45193,78,i4SRH9jfUMQ,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/440/11332440_20230922132848_org.jpg,,
슈퍼히어로,Superhero,,,이세계아이돌,ISEGYE IDOL,36820645,3059851,45193,78,wyhwJnNpVJI,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/440/11332440_20230922132848_org.jpg,,
밤하늘의 별을 12,I only think about you,,,양정승,Yang Jung Seung,36820726,3493,45192,79,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/469/11332469_20230922142049_org.jpg,11332469,주식회사 원탑엔터테인먼트
언제나 네가 어디에 있든,Wherever you are,,,정인,Jung In,36820775,35989,45194,77,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/480/11332480_20230922143321_org.jpg,11332480,최소우주
우리의 지난날,Our Past Time,,,더 데이지,The Daisy,36820788,777665,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/486/11332486_20230922143433_org.jpg,11332486,(주)도너츠컬처
Higher,Higher,(Acoustic),(Acoustic),소향,Sohyang,36820832,11752,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/503/11332503_20230922145156_org.jpg,11332503,아르케 엔터테인먼트
가여운 사랑,Poor Love,,,이인,leein,36821364,2638339,45194,77,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/638/11332638_20230922153759_org.jpg,11332638,(주) 스노우엔터테인먼트
She's Gone,She's Gone,(feat. 이진이),(feat. Lee JinE),디셈버,December,36821366,524801,45193,78,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/639/11332639_20230922153808_org.jpg,11332639,주식회사씨에스해피엔터테인먼트
勇者,The brave,(용사),,요아소비,YOASOBI,36822132,2871809,45198,73,OIBODIPC_8Y,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/825/11332825_20230922165100_org.jpg,,
너 없이 첫날,The Day After You,,,치즈,CHEEZE,36822662,597191,45194,77,,,https://cdnimg.melon.co.kr/cm2/album/images/113/32/933/11332933_20230925100137_org.jpg,11332933,매직스트로베리사운드
너라는 사람,너라는 사람,"(Feat. 키드 와인, 영준 of 브라운 아이드 소울)","(Feat. Kid wine, 영준 of 브라운 아이드 소울)","HAAN, 바이빈","HAAN, vibin",36823798,2083522,45197,74,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/193/11333193_20230925113900_org.jpg,11333193,blessfor
반짝이는 그대에게,A Song For You,,,정준일,JOONIL JUNG,36824490,242988,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/372/11333372_20230925135312_org.jpg,11333372,팬엔터테인먼트
Either Way,Either Way,,,아이브,IVE,36824901,3055146,45194,77,_Hu4GYtye5U,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/459/11333459_20230925141343_org.jpg,11333459,스타쉽엔터테인먼트
Off The Record,Off The Record,,,아이브,IVE,36852800,3055146,45205,66,_ApV7Lm87cg,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/459/11333459_20231013103537_org.jpg,,
Baddie,Baddie,,,아이브,IVE,36871671,3055146,45212,59,Da4P2uT4mVc,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/459/11333459_20231013103537_org.jpg,,
OTT,OTT,,,아이브,IVE,36871673,3055146,45212,59,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/459/11333459_20231013103537_org.jpg,,
Payback,Payback,,,아이브,IVE,36871674,3055146,45212,59,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/459/11333459_20231013103537_org.jpg,,
Holy Moly,Holy Moly,,,아이브,IVE,36871672,3055146,45217,54,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/459/11333459_20231013103537_org.jpg,,
아직 날 사랑한다고 말해줘요,아직 날 사랑한다고 말해줘요,(Feat. 이상은),(Feat. Leetzsche),어반폴리,어반폴리,36825354,1704855,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/594/11333594_20230925151208_org.jpg,11333594,coca
이별,Star,,,유성은,Yu Sung Eun,36825548,658092,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/655/11333655_20230925153657_org.jpg,11333655,사운드리퍼블리카
Intro : Beggin’ you,Intro : Beggin’ you,,,원어스,ONEUS,36825577,2298864,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/668/11333668_20230925154249_org.jpg,11333668,㈜RBW
Simulation,Simulation,,,원어스,ONEUS,36825579,2298864,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/668/11333668_20230925154249_org.jpg,11333668,㈜RBW
미리보기,Epilogue,,,원어스,ONEUS,36825580,2298864,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/668/11333668_20230925154249_org.jpg,11333668,㈜RBW
Baila Conmigo,Baila Conmigo,,,원어스,ONEUS,36825581,2298864,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/668/11333668_20230925154249_org.jpg,11333668,㈜RBW
누군가를 사랑한단 게,Love is,,,다무,Damu,36826047,2879232,45195,76,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/759/11333759_20230925163005_org.jpg,11333759,kp ent
돌아가고 싶어서 달려본다,I'm running because I want to go back,,,주원탁,JUWONTAK,36826428,1865780,45198,73,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/880/11333880_20230925171207_org.jpg,,
그대 날 잊어도,Even if you forget me,,,미니마니,MINIMANI,36826451,2941240,45201,70,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/886/11333886_20230925171458_org.jpg,,
울다 또 웃는다,울다 또 웃는다,,,길미,GILME,36826453,14490,45197,74,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/887/11333887_20230925171509_org.jpg,11333887,요구르트 스튜디오
어둠 속에 길을 잃어도,Even if I get lost in the dark,,,더 브릿지,The Bridge,36826477,957738,45196,75,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/892/11333892_20230925171659_org.jpg,11333892,요구르트 스튜디오
시작된 걸까,Have we started?,(Prod. 마이 앤트 메리),(Prod. My Aunt Mary),10cm,10cm,36826650,468244,45202,69,,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/949/11333949_20230925172750_org.jpg,,
GODS,GODS,,,뉴진스,"NewJeans, League of Legends",36826657,3114174,45203,68,C3GouGa0noM,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/953/11333953_20230925172945_org.jpg,,
Chili,Chili,,,화사,HWASA,36826733,756531,45203,68,j0HMrAU4RmY,,https://cdnimg.melon.co.kr/cm2/album/images/113/33/970/11333970_20230925173340_org.jpg,,
별빛을 쫓는 아이,A little starlight chaser,,,김한결,KIM HANKYUL,36828764,2203107,45203,68,,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/518/11334518_20230925204945_org.jpg,,
내일,Tomorrow,,,RP,Royal Pirates,36828768,731122,45202,69,,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/521/11334521_20230925205306_org.jpg,,
오늘 헤어졌어요,Broke up today,(Feat. 다나카),(Feat. TANAKA),임한별,Onestar,36829692,471741,45196,75,,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/760/11334760_20230926111108_org.jpg,11334760,Studio Beyond
지하철을 타고,Take The Subway,-2023,,왁스,WAX,36830325,2267,45197,74,,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/876/11334876_20230926132950_org.jpg,11334876,"복학가왕, TOON STUDIO"
Please,Please,,,고유진 (플라워),Ko Yujin (Flower),36830328,4172,45198,73,,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/878/11334878_20230926133308_org.jpg,,
3D,3D,(feat. 잭 할로우),(feat. Jack Harlow),정국,Jung Kook,36830723,725987,45198,73,mHNCM-YALSA,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/935/11334935_20230926152000_org.jpg,,
Korean Copycat,Korean Copycat,,,스윙스,Swings,36830925,236970,45196,75,6RbQf3UuG-g,,https://cdnimg.melon.co.kr/cm2/album/images/113/34/985/11334985_20230926154506_org.jpg,,
